accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE23574,"Comparative Transcriptional Profiling of Two Rice Genotypes, FR13A and Goda Heenati, Under Submergence Stress",Oryza sativa,12,2010/12/01,False,Expression profiling by array,"Most rice (Oryza sativa L.) cultivars die within several days of complete submergence, but some indica cultivars, such as FR13A, can survive up to 2 weeks of complete submergence. In FR13A, a major quantitative trait locus (QTL), named Sub1, provides mature plants with submergence tolerance. However, the Sub1 locus can not confer flooding tolerance during germination to FR13A. Another indica cultivar, Goda Heenati, shows both tolerance to flooding during germination and submergence in mature plants. It was once reported that submergence tolerance in FR13A and Goda Heenati cultivars was controlled by their respective genetic locus. These evidences indicate that tolerance to submergence in these two cultivars may involve differential mechanisms. To gain insight into their putatively differential responses to submergence stress, the Agilent rice genome 4×44 K oligonucleotide microarray was used to explore the transcriptome of FR13A and Goda Heenati under control and submergence-stressed conditions. Two-way ANOVA analysis with Benjamini-Hochberg false discovery rate demonstrated that at an overall P＜0.01 level, 2810, 8207, and 4 probes were significantly regulated for genotype, treatment, and genotype×treatment interaction, respectively. To identify statistically significant differentially expressed genes, a combined criterion of 2-fold or more change and unpaired t-test P value < 0.01 was uesd for both FR13A and Goda Heenati. A total of 504 probes were up-regulated and 592 probes were down-regulated in FR13A under submergence stress. In Goda Heenati, 998 probes were induced and 1186 probes were suppressed by submergence treatment.",Oryza sativa[organism] AND submergence
GSE8216,Transcriptional profiling of Cellulase induced hypersensitive reaction like response in rice,Oryza sativa,6,2009/12/24,False,Expression profiling by array,"Cellulase, a Type II secretion system secreted protein of Xanthomonas oryzae pv. oryzae (Xoo; the casual of bacterial leaf blight of rice) is a potent inducer of rice defense responses such as hypersensitive response like reactions (HR), callose depositions, cell death associated with nuclear fragmentations and impart functional resistance against further Xoo inoculation In order to understand the molecular events associated with cellulase induced HR in rice, whole genome transcriptional profiling was performed using Affymetrix Rice GeneChips Keywords: Expression profiling of a hypersensitive reaction like response",Oryza sativa[organism] AND bacterial blight
GSE11374,Transcriptional profiling of Ascochyta blight resistance in Lentil,Lathyrus sativus; Cicer arietinum; Lens culinaris; Lens culinaris subsp. culinaris,10,2008/05/08,False,Expression profiling by array,"Using a cDNA microarray themed on Ascochyta-Pulse interaction resistance response was studied in two lentil varieties, specifically in response to A. lentis inoculation in a highly resistant (ILL7537) and highly susceptible (ILL6002) lentil variety. The experiments were conducted in reference design, where samples from mock-inoculated controls acted as references against post-inoculation samples and the plants were grown using a uniform and standardized experimental system that minimized environmental effects. Robust and high quality data was obtained through the use of three biological replicates (including a dye-swap), the inclusion of negative controls, and stringent selection criteria for differentially expressed genes including a fold change cutoff determined by self-self hybridizations, Students t-test and FDR (Fasle Discovary Rate) multiple testing correction (P<0.05). Microarray observations were validated by quantitative real time RT-PCR using the RNA from one of the bioassay used in the original microarray experiment. Ninety genes were differentially expressed in ILL7537 and 95 genes were differentially expressed in ILL6002. The expression profiles of the two varieties showed substantial difference in type and time of genes that were expressed in response to A. lentis. The resistant variety showed early up-regulation of PR proteins and other defence related genes. The susceptible genotype showed mainly down-regulation of defence related genes. The microarray experiment, the first in lentil, conducted with a small number of genes themed on Asochyta and Pulse interactions was able to identify different components of the defence mechanism by comparing the transcriptional profiles of the susceptible and resistant genotypes. This study will thus form the basis of future experiments to elaborate and corroborate the genomics of lentils defence to A. lentis. Keywords: time course, disease state analysis",Lens culinaris[organism]
GSE6600,Transcriptional profiling of indica rice cultivar FR13A under salt stress condition.,Oryza sativa Indica Group; Oryza sativa Japonica Group,6,2007/12/21,False,Expression profiling by array,"A submergence tolerant indica rice cultivar FR13A, was also reported to withstand salt stress and proven in our experiments. The mechanism of tolerance is yet to be studied by forward genetics approach. However, it is known that salt stress tolerance is governed by several QTLs and not by a single gene. To understand the mechanism of such a complex mechanism of salt tolerance we selected, two indica rice genotypes namely, I) FR13A, a tolerant indica variety and ii) IR24, a susceptible genotype for this study. We used the 22K rice Oligoarray from Agilent technologies to study the transcript profile in the leaves of the two contrasting rice genotypes under constitutive and salt stress conditions at seedling stage. Keywords: Mechanism of salt tolerance",Oryza sativa[organism] AND submergence
GPL5631,PulseChip,Cicer arietinum; Lathyrus sativus; Lens culinaris,8,2007/07/24,False,,"Coram TE and Pang ECK. 2006. Expression profiling of chickpea genes differentially regulated during a resistance response to Ascochyta rabiei. Published in Plant Biotechnology Journal. A total of 715 ESTs, 41 RGA DNA sequences, and 12 controls were used in the construction of 768-feature microarrays according to minimum information about a microarray experiment guidelines (MIAME). Of the 715 ESTs, 516 were obtained from a previously synthesized and characterized EST collection constructed from cDNA of the ascochyta blight resistant ICC3996 chickpea genotype. Briefly, 1021 ESTs were generated from stem/leaf tissue of ICC3996 harvested after inoculation with A. rabiei spores, and assembled into 516 unigenes employed in the construction of this microarray. A single clone was selected to represent each contig. A further 43 chickpea cDNAs whose sequencing reactions had previously failed were also included in this microarray. The remaining 156 ESTs represent potential defence-related ESTs from a grasspea (Lathyrus sativus) cDNA library constructed from the Mycosphaerella pinodes resistant genotype ATC80878. Finally, the 41 RGA sequences were isolated from lentil (Lens culinaris) genotypes ILL6002 (A. lentis susceptible) and ILL7537 (A. lentis resistant). The 12 controls included negative, printing, and blank buffer controls. All samples were dried in 384-well plates before being resuspended in 10 µL 50% (v/v) dimethylsulphoxide:water at 250 ng/µL, and arrayed onto amino-silanized slides (Corning Incorporated Life Sciences, Acton, MA) using a BioRobotics® MicroGrid II Compact (Genomic Solutions, Ann Arbor, MI) with four Microspot 2500 pins (Genomic Solutions, Ann Arbor, MI). Blank buffer spots, digested vector and PCR primer were also incorporated as negative controls, as well as Cy5-10T as a printing control. Each element was deposited six times with a volume of approximately 6 nL and diameter of 200 µm. Slides were pre-hybridised by blocking in 5X SSC, 0.1% SDS, 25% Formamide, 1% BSA for 45 min at 42ºC, rinsed in distilled water and dried.",Lens culinaris[organism]
GSE8554,"Expression profiling of chickpea responses to drought, cold and high-salinity stresses",Lens culinaris; Lathyrus sativus; Cicer arietinum,8,2007/07/24,False,Expression profiling by array,"‘Pulsechip’, a boutique cDNA microarray, generated from a set of chickpea (Cicer arietinum L.) unigenes, grasspea (Lathyrus sativus L.) ESTs and lentil (Lens culinaris Med.) resistance gene analogs, was employed to generate an expression profile of chickpea genotype ICC 3996 to drought, cold and high-salinity stresses. The experiments were performed in three biological replications. The experiments were conducted in reference design where respective tissues from unstressed plants served as control. The leaf/shoot, flower/pod and/or root tissues were collected and used for hybridization to measure changes in RNA abundance of treatment vs. control. The tissues from five experimental replicate plants per biological replication were pooled together (leaf/flower/root tissues pooled separately) before RNA extraction. This RNA was used to prepare cDNA targets for expression analysis using microarray. The microarray had six technical replicate spots per EST. The transcript level for each EST/cDNA was firstly calculated as the average intensity of the six technical replicates and then the average intensity of three biological replicates. Data analysis included LOWESS normalization (LOcally WEighted polynomial regreSSion) to adjust for differences in quantity of initial RNA, labeling and detection efficiencies. A dye swap in one biological replicate adjusted dye bias, if any. The Differentially Expressed (DE) ESTs were identified as those with a 95% confidence interval for mean fold change (FC) that extended beyond the two-fold cut-off and also passed the Students t test (P<0.05) and FDR correction. These cut-offs translate into induced ESTs having a log2 ratio > 1 and repressed ESTs a ratio of < -1. Overall, 46, 54 and 266 ESTs were identified as DE under drought, cold, and high-salinity stresses, respectively. The important ones DE in response to drought stress include induction of transcripts associated with dehydrin-cognate, lipid-transfer protein precursor, and glutamate-hydrolysing asparagine synthetase, whilst repression of transcripts associated with senescence, photosynthesis/energy metabolism, auxin-repressed protein, starch metabolism, AP2/EREBP1 DNA binding domain, putative ARF1 GTPase activating protein, and histidine-containing phosphotransfer protein ATHP3. The interesting transcripts DE in response to cold-stress included induction of phosphate-induced protein, cationic peroxidase, UDP-glucose 4-epimerase, Avr9/Cf9 rapidly elicited protein, DNA-J like protein involved in intracellular protein transport, and protein kinase, whist repression of transcripts associated with a hypothetical transmembrane protein, membrane related protein CP5, lipid-transfer protein precursor, WD repeat protein and several transcripts associated with cellular metabolism, cell cycle and DNA processing, protein synthesis and photosynthesis/energy metabolism. Under high-salinity stress, several transcripts were DE only in roots at 24 hpt but DE in shoots or both, shoots and roots at 48 hpt, relating to the theory of upward movement of salt to shoots at later stages when roots fail to restrict it (Munns et al., 2002). The important transcripts DE in response to high-salinity stress included induction of aluminum-induced protein, auxin-repressed proteins, metallothionein-like protein, glutamate dehydrogenase, sucrose synthase, UDP-glucose 4-epimerase, xylose isomerase, class 10 pathogenesis related protein, disease resistance protein, SNAKIN 2 antimicrobial peptide, and DNA-J like protein involved in intra-cellular protein transport. Whilst high-salinity stress caused the repression of transcripts associated with cell rescue/death, cell cycle/DNA processing, cellular metabolism, photosynthesis/energy metabolism, and transport facilitation. Several of the above transcripts have been previously implicated to be associated with abiotic stress response in other crops. Hence, the study of more genotypes and transcriptional changes at several time points may provide a better picture of involvement of the genes being interrogated here in drought tolerance/susceptibility. Subsequently, the functionality of candidate tolerance genes detected through this approach could be validated by overexpressing the genes through transgenics or silencing them using knockout-mutants/antisense/RNAi. Keywords: abiotic stress response, drought, cold, high-salinity, chickpea",Lens culinaris[organism]
GPL3649,PulseChip 1,Cicer arietinum; Lathyrus sativus; Lens culinaris,62,2006/08/01,False,,"Coram TE and Pang ECK. 2006. Expression profiling of chickpea genes differentially regulated during a resistance response to Ascochyta rabiei. Published in Plant Biotechnology Journal. A total of 715 ESTs, 41 RGA DNA sequences, and 12 controls were used in the construction of 768-feature microarrays according to minimum information about a microarray experiment guidelines (MIAME). Of the 715 ESTs, 516 were obtained from a previously synthesized and characterized EST collection constructed from cDNA of the ascochyta blight resistant ICC3996 chickpea genotype. Briefly, 1021 ESTs were generated from stem/leaf tissue of ICC3996 harvested after inoculation with A. rabiei spores, and assembled into 516 unigenes employed in the construction of this microarray. A single clone was selected to represent each contig. A further 43 chickpea cDNAs whose sequencing reactions had previously failed were also included in this microarray. The remaining 156 ESTs represent potential defence-related ESTs from a grasspea (Lathyrus sativus) cDNA library constructed from the Mycosphaerella pinodes resistant genotype ATC80878. Finally, the 41 RGA sequences were isolated from lentil (Lens culinaris) genotypes ILL6002 (A. lentis susceptible) and ILL7537 (A. lentis resistant). The 12 controls included negative, printing, and blank buffer controls. All samples were dried in 384-well plates before being resuspended in 10 µL 50% (v/v) dimethylsulphoxide:water at 250 ng/µL, and arrayed onto amino-silanized slides (Corning Incorporated Life Sciences, Acton, MA) using a BioRobotics® MicroGrid II Compact (Genomic Solutions, Ann Arbor, MI) with four Microspot 2500 pins (Genomic Solutions, Ann Arbor, MI). Blank buffer spots, digested vector and PCR primer were also incorporated as negative controls, as well as Cy5-10T as a printing control. Each element was deposited six times with a volume of approximately 6 nL and diameter of 200 µm. Slides were pre-hybridised by blocking in 5X SSC, 0.1% SDS, 25% Formamide, 1% BSA for 45 min at 42ºC, rinsed in distilled water and dried.",Lens culinaris[organism]
GPL570,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array,Homo sapiens,176371,2003/11/07,False,,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html June 03, 2009: annotation table updated with netaffx build 28 June 06, 2012: annotation table updated with netaffx build 32 June 23, 2016: annotation table updated with netaffx build 35 Protocol: see manufacturer's web site Complete coverage of the Human Genome U133 Set plus 6,500 additional genes for analysis of over 47,000 transcripts All probe sets represented on the GeneChip Human Genome U133 Set are identically replicated on the GeneChip Human Genome U133 Plus 2.0 Array. The sequences from which these probe sets were derived were selected from GenBank®, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 133, April 20, 2001) and then refined by analysis and comparison with a number of other publicly available databases, including the Washington University EST trace repository and the University of California, Santa Cruz Golden-Path human genome database (April 2001 release). In addition, there are 9,921 new probe sets representing approximately 6,500 new genes. These gene sequences were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from the UniGene database (Build 159, January 25, 2003) and refined by analysis and comparison with a number of other publicly available databases, including the Washington University EST trace repository and the NCBI human genome assembly (Build 31).",malnutrition AND child AND transcriptome
GPL96,[HG-U133A] Affymetrix Human Genome U133A Array,Homo sapiens,42505,2002/03/11,False,,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html June 03, 2009: annotation table updated with netaffx build 28 June 08, 2012: annotation table updated with netaffx build 32 June 24, 2016: annotation table updated with netaffx build 35 Protocol: see manufacturer's web site The U133 set includes 2 arrays with a total of 44928 entries and was indexed 29-Jan-2002. The set includes over 1,000,000 unique oligonucleotide features covering more than 39,000 transcript variants, which in turn represent greater than 33,000 of the best characterized human genes. Sequences were selected from GenBank, dbEST, and RefSeq. Sequence clusters were created from Build 133 of UniGene (April 20, 2001) and refined by analysis and comparison with a number of other publicly available databases including the Washington University EST trace repository and the University of California, Santa Cruz golden-path human genome database (April 2001 release). In addition, ESTs were analyzed for untrimmed low-quality sequence information, correct orientation, false priming, false clustering, alternative splicing and alternative polyadenylation.",malnutrition AND child AND transcriptome
GPL15,HP_002,Helicobacter pylori,423,2001/07/25,False,,A microarray with 4623 spot features. Tip Configuration: Standard 16-tip Columns per Sector: 17 Rows per Sector: 17 Column Spacing: 240 Row Spacing: 240,Helicobacter pylori[organism] AND gastric
